Cell	nCount_RNA	nFeature_RNA	Cluster
SRR7751143	3790	263	2
SRR5964799	2943	601	0
SRR5968630	187114	2890	2
SRR5967798	312176	3052	1
SRR5968257	118574	1831	7
SRR5960706	1631414	5529	3
SRR5968243	276615	2298	7
SRR7753597	38862	3595	6
SRR5969099	290039	3750	4
SRR5961278	110687	3857	8
SRR5968607	22330	3493	5
SRR7753728	419724	5355	6
SRR5967940	1260519	5749	1
SRR7753827	810424	6490	6
SRR5961409	514692	3624	1
SRR5968174	84304	1635	7
SRR7753435	5826	1422	6
SRR7753629	706141	6750	6
SRR5968590	3484	592	2
SRR7753417	9868	1895	6
SRR7753744	21835	646	2
SRR5968772	2712	964	5
SRR7753428	257064	4859	6
SRR5960951	198763	4946	8
SRR5968095	155101	1980	7
SRR5961295	280528	4153	8
SRR7751226	44948	783	2
SRR5968959	251290	3996	4
SRR7751051	3919	241	2
SRR5968780	3408	654	2
SRR5968503	7425	930	2
SRR5968412	52352	2178	2
SRR5968374	4702	1311	5
SRR7751081	5674	252	2
SRR5968440	919	279	2
SRR5960815	128265	4228	8
SRR7753821	996696	6623	6
SRR5959028	839254	4447	5
SRR5968425	18111	2694	5
SRR5967602	420460	3476	1
SRR5964860	6324	865	0
SRR5968272	39900	1208	7
SRR5961284	235408	4752	8
SRR5961199	221886	4909	11
SRR5967495	1006994	2950	1
SRR5965027	938	338	0
SRR5968804	4320	890	2
SRR7751342	9007	324	2
SRR5965069	10925	1430	0
SRR5961370	389448	2812	1
SRR5967534	1144950	5596	1
SRR5961068	528294	5527	8
SRR5967565	560515	4075	1
SRR7751247	508547	4246	2
SRR5968340	198536	1744	7
SRR7753594	895	406	6
SRR7753752	1756919	7618	6
SRR7753675	39084	2906	6
SRR7753811	8158	1593	6
SRR5964689	6366	752	0
SRR5968882	664856	4913	4
SRR5969068	343605	3810	4
SRR5964853	11553	1415	0
SRR5968009	17614	2159	7
SRR5968401	21154	1480	2
SRR5960703	145413	4469	3
SRR7753465	25913	3524	6
SRR7753655	601232	5391	6
SRR5968119	826831	3940	7
SRR5968671	850	242	2
SRR5961126	746061	6394	8
SRR5960800	762887	5649	8
SRR5961021	239110	4232	8
SRR5968437	9311	1099	2
SRR7753714	10621	2165	6
SRR5967527	1079641	3436	1
SRR5964678	6396	1047	0
SRR7751145	16691	512	2
SRR5968307	774971	3790	7
SRR7753427	1043185	5165	6
SRR5968757	35485	1687	2
SRR5964957	394	204	0
SRR7751120	23064	535	2
SRR5968942	843899	6725	8
SRR5968611	28022	3382	5
SRR5968253	37270	1155	7
SRR5960946	296486	5037	8
SRR5968596	37568	1938	2
SRR7751055	2474	253	2
SRR5961420	437052	3160	1
SRR5967658	758423	4253	1
SRR5964635	1804266	7652	11
SRR5960713	735823	6401	3
SRR5968058	520014	2372	7
SRR7753390	140421	4115	6
SRR5969084	2054840	4576	10
SRR5964676	9632	1160	0
SRR5967866	317289	2854	1
SRR5967903	392809	3545	1
SRR5960937	652466	6265	8
SRR7751083	73437	1219	2
SRR5967591	1143424	3493	1
SRR5965093	6057	704	0
SRR7751324	13195	497	2
SRR7753633	281079	4803	6
SRR7751084	2916	295	2
SRR5968239	311730	2610	7
SRR5968860	3133	634	2
SRR7753585	32663	2864	6
SRR5964956	16948	1462	0
SRR5968466	8981	1293	2
SRR5968566	286291	3929	2
SRR5968393	1403	372	2
SRR5968745	9553	1092	2
SRR5968785	76801	2439	2
SRR5968424	9509	1733	5
SRR5968386	18704	1295	2
SRR5964803	16522	1497	0
SRR7753409	54591	3453	6
SRR7751172	5975	315	2
SRR5967842	750571	2889	1
SRR7753607	55323	3750	6
SRR7751129	4977	250	2
SRR5969003	940339	5235	4
SRR5964947	14510	1446	0
SRR5967829	524973	3657	1
SRR7751329	3676	288	2
SRR7753751	911	346	2
SRR5961220	288764	5184	8
SRR5965060	8912	1151	0
SRR5968470	7688	2183	5
SRR7753666	669926	5719	6
SRR5960912	115891	6145	11
SRR5960728	1312	492	3
SRR5968185	534438	2996	7
SRR5968273	172529	2600	7
SRR5968715	32461	1724	2
SRR5968349	280680	5974	7
SRR5968001	175585	2015	7
SRR5968537	13438	1162	2
SRR5967822	323533	3085	1
SRR7753442	18346	449	2
SRR7753758	425236	5069	6
SRR5968751	2603	507	2
SRR5967958	374648	2925	1
SRR5968961	355150	4133	4
SRR5964825	3184	657	0
SRR7753449	123132	3555	6
SRR7753824	18760	2762	6
SRR5969015	554473	3904	4
SRR7753593	485942	6068	6
SRR5968415	12716	1054	2
SRR5967784	681528	5059	1
SRR5969023	757518	5368	8
SRR5960893	644595	7069	11
SRR5969027	266855	3596	4
SRR5961197	886196	7957	11
SRR5965037	19395	1476	0
SRR5968719	370863	4683	5
SRR5968731	900	271	2
SRR5960817	179191	3800	8
SRR7753374	81908	3501	6
SRR5960905	175955	5485	11
SRR5965047	3671	726	0
SRR5961423	1017275	4358	1
SRR5969054	3219119	6270	10
SRR5961238	452025	8375	11
SRR7751056	66321	1156	2
SRR5968031	743275	3825	7
SRR5968890	239063	4230	4
SRR7753554	148719	5443	6
SRR5968842	112272	2653	2
SRR5968050	971307	2783	7
SRR5967632	695312	2617	1
SRR5968712	43669	2150	2
SRR5968869	612276	4994	4
SRR5967965	71485	1835	7
SRR5968665	96545	2578	2
SRR5968277	347607	2988	7
SRR5967932	768932	4245	1
SRR5960876	457807	5443	8
SRR5968645	24114	3523	5
SRR5961436	491711	3745	1
SRR5969036	318707	4900	4
SRR5960742	50278	3995	3
SRR5961122	1581014	6153	8
SRR5960702	220124	5084	3
SRR5961396	494521	3472	1
SRR5967864	1002064	3225	1
SRR7753740	132159	1370	2
SRR7751069	3797	274	2
SRR5968343	122856	2154	7
SRR5967683	687845	4041	1
SRR5964633	922828	7045	11
SRR5967926	563867	4243	1
SRR7751175	10390	348	2
SRR5964919	7154	1113	0
SRR5968280	72184	1842	7
SRR5968898	31402	1748	4
SRR5964660	1757	436	0
SRR5964714	10994	1198	0
SRR5968540	19627	1307	2
SRR7753702	296917	6135	6
SRR7753587	3314327	6647	6
SRR7753693	226162	4429	6
SRR5965081	12431	1096	0
SRR5961189	73934	3469	8
SRR5968030	96965	1944	7
SRR7753733	90076	4179	6
SRR5961239	453677	7824	11
SRR7753440	24615	2417	6
SRR5968175	43549	1441	7
SRR5968900	83258	3257	4
SRR5968750	32265	1719	2
SRR7753368	1561717	7459	6
SRR5960784	412463	6105	3
SRR5969093	202765	3491	4
SRR5968730	2481	566	2
SRR5965135	4054	501	0
SRR5960676	73232	3656	3
SRR7753822	36301	3076	6
SRR5968154	26387	1637	7
SRR5964773	5633	869	0
SRR5960747	19592	2374	3
SRR5964908	10551	1013	0
SRR5965084	10420	860	0
SRR5967906	755792	4476	1
SRR7751280	5798	257	2
SRR7751187	19294	508	2
SRR7753387	27965	2881	6
SRR7753823	14087	2521	6
SRR5968069	28926	1522	7
SRR7753548	47120	3179	6
SRR5967484	743711	2890	1
SRR7750982	4640	280	2
SRR7753505	5710786	9485	6
SRR5964701	13158	1292	0
SRR5968530	34962	1499	2
SRR5967752	838195	2654	1
SRR7753391	154057	4114	6
SRR5960709	91202	2556	3
SRR5961019	116426	3603	8
SRR5968686	4403	884	5
SRR5964851	16850	1420	0
SRR5967820	524160	2550	1
SRR5967537	456189	3376	1
SRR5965080	11279	1151	0
SRR7753616	74928	3724	6
SRR5968660	4320	736	2
SRR5967545	647837	2362	1
SRR5961324	505148	3791	1
SRR5967775	612619	2457	1
SRR5968667	5089	867	2
SRR5968313	366332	3331	7
SRR5964718	11114	1352	0
SRR5960746	372787	5751	3
SRR7751070	1159	235	2
SRR5968931	256829	4070	4
SRR5968083	23078	1255	7
SRR7753742	12250	434	2
SRR5969038	371677	4082	4
SRR5964735	63296	1238	0
SRR7751132	24556	596	0
SRR7753829	124181	4402	6
SRR5968646	30186	3257	5
SRR5965071	9161	989	0
SRR5968777	75545	2457	2
SRR5961411	634577	4214	1
SRR5964634	561853	7455	11
SRR7751155	4574	267	2
SRR5967490	1364270	4097	1
SRR5968391	2622	578	2
SRR5961225	217407	5063	8
SRR5964975	9003	1127	0
SRR5967498	623176	3408	1
SRR7753704	154733	4416	6
SRR5967818	568312	2471	1
SRR5965085	13169	1431	0
SRR7751048	2573	245	2
SRR5960932	889135	5959	8
SRR5961184	202578	5897	8
SRR5968998	644497	5525	4
SRR5967584	824373	3014	1
SRR5968402	1388	374	2
SRR5961328	603573	4667	1
SRR5968469	20078	1826	2
SRR5968818	1355	366	2
SRR5968798	6399	1062	2
SRR5968475	9534	2287	5
SRR5961129	782394	5812	8
SRR7753681	41055	3444	6
SRR7753592	16123	2603	6
SRR7753367	34895	3080	6
SRR7753718	13317	2449	6
SRR5968862	1828	476	2
SRR5968381	23299	1345	2
SRR5965118	10270	1257	0
SRR5964931	1194	386	0
SRR7753625	25007	2787	6
SRR5964915	1827	450	0
SRR5965049	4590	711	0
SRR5960782	239598	5771	3
SRR5961340	440758	3721	1
SRR7751181	164416	1159	2
SRR5968334	30879	1896	7
SRR5964863	1695	433	0
SRR5960802	276002	5088	8
SRR5965105	6056	914	0
SRR5968246	261657	3762	7
SRR5968729	978	330	2
SRR7753636	1222466	6690	6
SRR5967872	975955	3684	1
SRR5968768	53562	2313	2
SRR5968627	68644	1953	2
SRR7753524	14740	2167	6
SRR5968662	17888	1401	2
SRR5967839	676197	2735	1
SRR5968620	884	250	2
SRR5968778	13579	1147	2
SRR5964952	17381	1439	0
SRR5969012	119238	3150	4
SRR5961334	543427	3760	1
SRR5969101	150394	4031	4
SRR5967630	636341	2448	1
SRR7751067	22610	535	2
SRR5961390	668092	4173	1
SRR5968189	1204360	3775	7
SRR5960651	177030	5606	3
SRR7753663	62037	5632	6
SRR7753539	10756	1806	6
SRR7753697	555392	5828	6
SRR5967870	801158	2582	1
SRR5968301	68733	1978	7
SRR7753658	27842	2748	6
SRR7753588	42775	3959	6
SRR5967762	343493	2918	1
SRR5968546	158082	2607	2
SRR5961338	450366	3541	1
SRR5968754	49937	2275	2
SRR5960775	155564	4796	3
SRR7753721	9242	1900	6
SRR7753807	341311	4965	6
SRR5968984	27949	2098	4
SRR5968947	853124	3117	4
SRR5964643	5269	812	0
SRR5968697	270567	3492	2
SRR5960727	487	230	3
SRR5967655	296906	3060	1
SRR5968977	340532	4846	4
SRR5968766	9537	1342	2
SRR5967496	563123	3580	1
SRR7753784	18469	2401	6
SRR7751001	2811	220	2
SRR5967807	771162	2788	1
SRR5968157	72753	1911	7
SRR7753382	287948	5306	6
SRR5961322	657192	4061	1
SRR5969052	807090	6126	4
SRR7753652	177468	5126	6
SRR5964812	29607	1931	0
SRR5967535	257757	3012	1
SRR5968490	3034	628	2
SRR5968562	11973	2221	5
SRR5967701	324338	2665	1
SRR5968456	82793	2420	2
SRR5961227	1024370	6512	8
SRR5964749	4189	675	0
SRR5961464	1030454	5264	1
SRR5967516	556508	3988	1
SRR5964757	11390	1373	0
SRR5968512	32271	3051	5
SRR5969069	184537	3418	4
SRR5961130	456991	5533	8
SRR7753670	56233	3243	6
SRR5969019	1107157	4491	4
SRR5960461	256417	4325	3
SRR5968322	80678	2647	7
SRR7753454	2359167	5961	5
SRR5960752	284651	4774	3
SRR5964867	723	294	0
SRR5968221	9949	1215	7
SRR5967681	434764	3130	1
SRR5968912	139817	3052	4
SRR5961182	223427	4245	8
SRR5969067	142910	3572	4
SRR5968147	6414	1194	7
SRR5969102	238519	3934	4
SRR5964910	8178	1023	0
SRR7753358	46122	3278	6
SRR5968726	43390	3820	5
SRR7753754	1527513	5003	6
SRR7753809	443440	5974	6
SRR5967691	742909	3039	1
SRR7751068	10251	329	2
SRR5969044	664498	4477	4
SRR5964647	4169	753	0
SRR5968724	106852	3549	5
SRR5967923	642906	4466	1
SRR7753723	11724	2245	6
SRR7753479	603212	6064	6
SRR5968168	36209	1381	7
SRR5968601	40239	3216	5
SRR5961438	434924	3074	1
SRR5968299	91950	1918	7
SRR5961241	316335	5964	11
SRR7753748	21252	563	2
SRR5968968	247498	5046	4
SRR5968134	652903	4383	7
SRR5961276	87530	5561	11
SRR5968894	130552	3799	4
SRR5968442	213296	3237	2
SRR5960756	78337	3585	3
SRR7750984	5653	301	0
SRR5964763	12309	1308	0
SRR5967831	516674	4464	1
SRR5967734	1041903	3238	1
SRR5964912	5855	894	0
SRR5968245	49933	3239	7
SRR5969026	443004	5025	4
SRR7753494	52946	3078	6
SRR5968980	293845	3885	4
SRR5961461	782668	4561	1
SRR5968007	16746	2351	7
SRR5968981	749997	5254	4
SRR5967975	152251	2991	7
SRR5967859	873869	4897	1
SRR5968765	2256	583	2
SRR5967961	405486	3470	1
SRR5968684	14528	2640	5
SRR7753478	76475	3074	6
SRR5961051	346869	6649	11
SRR5968694	25144	1451	2
SRR7753527	2695	982	9
SRR7753620	11084	1856	6
SRR5968858	33305	2004	2
SRR7751173	10448	376	2
SRR5967888	1079717	2799	1
SRR5964717	2435	587	0
SRR5968636	11793	1286	2
SRR5968783	7869	807	2
SRR5968321	68576	2106	7
SRR5964987	4017	679	0
SRR7753651	656141	6005	6
SRR7753466	77357	758	2
SRR5968305	700670	4067	7
SRR5961152	1427095	6740	8
SRR5968473	4186	817	2
SRR5964667	9532	1061	0
SRR5960962	178671	4043	8
SRR5968559	6615	964	2
SRR5967582	687450	3034	1
SRR5968595	83659	2401	2
SRR7753559	5649	1349	6
SRR5968279	139338	1861	7
SRR5964768	3819	664	0
SRR5964694	8331	1023	0
SRR5961043	98273	4926	11
SRR5967587	1577336	3983	1
SRR5968844	181308	2887	2
SRR7751059	98313	1076	2
SRR5964894	7319	853	0
SRR5968459	177094	3147	2
SRR5960798	402948	5769	8
SRR5960736	75385	3238	3
SRR5968229	200014	2527	7
SRR5965138	14319	1132	0
SRR5968136	699944	4522	7
SRR5968847	23922	1360	2
SRR7753820	300479	5178	6
SRR7751021	2195	204	2
SRR5964814	6018	797	0
SRR5968925	329326	3887	4
SRR5960901	483082	6221	11
SRR5968543	49868	1836	2
SRR7753763	56727	3683	6
SRR5968258	166967	1781	7
SRR5969033	1964955	4649	4
SRR5968788	177354	3105	2
SRR5967791	656430	4032	1
SRR5959152	8632	483	0
SRR5964700	4982	648	0
SRR5960705	466287	5916	3
SRR5968864	10239	1175	2
SRR5968139	147177	2144	7
SRR7753810	110297	3990	6
SRR5965128	8517	1186	0
SRR5967853	558661	3641	1
SRR5961036	260619	4379	8
SRR7753544	117501	4918	6
SRR5968017	73256	1574	7
SRR5968951	3284211	5798	4
SRR7751126	4426	212	2
SRR5968979	373188	5260	4
SRR7753812	5064	1376	6
SRR5961212	904243	5797	8
SRR7753631	594904	6531	6
SRR5964730	8788	957	0
SRR5964827	4489	731	0
SRR5964724	787	305	0
SRR7753691	336683	5191	6
SRR5968511	17426	3022	5
SRR5960711	11136	1938	3
SRR5961290	779484	5590	8
SRR5969091	1072319	4732	4
SRR5961449	285526	2712	1
SRR5967830	810782	5151	1
SRR5969088	952514	3200	4
SRR5964686	5662	972	0
SRR5967793	393028	3225	1
SRR7751186	2210	229	2
SRR5964884	5994	520	0
SRR7751232	2032	231	2
SRR5969072	891656	5302	4
SRR7753690	12041	1998	6
SRR5968797	44414	2123	2
SRR5968624	3183	552	2
SRR5968066	137906	1320	7
SRR5967919	664500	2648	1
SRR5967467	410187	3277	1
SRR5968514	5073	766	2
SRR5960680	18429	2050	3
SRR7753438	5736	1565	6
SRR5967756	385644	3047	1
SRR5959938	291131	4799	10
SRR5960690	109744	5406	3
SRR5967585	851307	2667	1
SRR5968764	2744	660	2
SRR7753356	12040	445	2
SRR5960774	586881	4895	3
SRR5961336	489108	3838	1
SRR7751281	27932	686	2
SRR5968306	1164282	3586	7
SRR5968485	869	246	2
SRR7753665	25459	2358	6
SRR5968589	17527	1419	2
SRR5967939	1995123	6474	1
SRR5967879	418933	3600	1
SRR5968532	6484	752	2
SRR7751029	48653	742	2
SRR5968480	87767	2672	2
SRR7753695	387541	5547	6
SRR5968933	374497	4925	4
SRR5961398	816663	4713	1
SRR5968226	140879	2136	7
SRR5968088	104633	2220	7
SRR5967746	769494	2599	1
SRR5960976	151485	5671	11
SRR7753574	20690	2315	6
SRR5969009	1323896	3876	4
SRR5968146	46961	1763	7
SRR5967743	1493543	6498	1
SRR5961385	733557	4352	1
SRR7751220	33852	651	2
SRR7751245	4109	263	2
SRR5968320	84374	1215	7
SRR5967694	1111193	4007	1
SRR5968449	21930	1481	2
SRR5968681	54562	4789	5
SRR5967472	460920	3885	1
SRR5968171	33585	1113	7
SRR5961281	237639	4952	8
SRR7753781	26841	3115	6
SRR7751013	7909	386	2
SRR5968962	706080	5677	4
SRR5968541	34259	1789	2
SRR5968054	30470	1471	7
SRR7753362	4461	1199	6
SRR5968346	46732	2139	7
SRR5964755	10959	1110	0
SRR5961454	910104	4898	1
SRR5965126	6271	816	0
SRR5968259	67859	2259	7
SRR7753412	26632	3162	6
SRR7751358	27782	674	2
SRR5968978	635304	5600	4
SRR5967685	555506	3638	1
SRR5968173	1183190	3129	7
SRR5968290	309626	2755	7
SRR5964688	9216	1056	0
SRR5961444	450893	3578	1
SRR5968268	107034	1576	7
SRR5968223	214874	4124	7
SRR7753577	5419308	7260	6
SRR5967501	659913	3798	1
SRR7753761	37353	3027	6
SRR5968575	132661	2724	2
SRR5967699	848796	3211	1
SRR5968187	1630482	2475	7
SRR7751267	6936	408	2
SRR5961266	499564	6049	8
SRR5961440	332900	2643	1
SRR7753422	42547	3608	6
SRR5969059	432178	2298	4
SRR5968720	24143	2937	5
SRR5968908	554898	4654	4
SRR5967863	518385	4225	1
SRR5964849	24088	1752	0
SRR5961456	461969	3302	1
SRR7753538	90276	3689	6
SRR7751163	52745	829	2
SRR5967621	565380	3922	1
SRR7753694	260571	4831	6
SRR5965076	10731	1158	0
SRR5968397	4245	652	2
SRR5967823	315045	2568	1
SRR5961430	444378	3022	1
SRR5964654	4925	706	0
SRR5965123	6297	849	0
SRR7753605	43989	3132	6
SRR5968237	116960	2553	7
SRR5968997	313693	4709	4
SRR7753661	644831	6433	6
SRR5968759	77147	2448	2
SRR5967518	796652	2827	1
SRR5968771	3003	1125	5
SRR5965115	7077	954	0
SRR5967599	409715	3202	1
SRR5968988	280149	4116	4
SRR5960927	284443	4421	8
SRR7751170	14502	581	2
SRR5968053	109238	3230	7
SRR5964742	5634	509	0
SRR5961148	195272	5890	11
SRR7751294	3266	245	2
SRR5968857	47693	2233	2
SRR5969006	964974	4792	4
SRR5961217	543732	5841	8
SRR7753673	870127	5430	11
SRR5968217	1742	352	7
SRR5964745	8729	1146	0
SRR5967563	1399547	6509	1
SRR5968696	120073	2534	2
SRR5968519	1330	402	2
SRR7753499	294048	3886	6
SRR5969051	483931	3636	4
SRR7753722	23542	3033	6
SRR5967550	854696	3056	1
SRR5968231	285338	2256	7
SRR7753764	8311	1708	6
SRR5968390	16947	1468	2
SRR5968705	20388	1552	2
SRR5960902	662227	6635	11
SRR7751287	2379	242	2
SRR5968953	141983	4649	4
SRR5969045	121522	3475	4
SRR5960843	409124	5579	11
SRR5968377	21681	1626	2
SRR7753486	6665	1286	6
SRR5968629	27136	1575	2
SRR5968861	1062	357	2
SRR5968478	19987	1444	2
SRR5960797	562082	6072	8
SRR7751317	9493	405	2
SRR5961428	509035	3690	1
SRR5964726	1729	467	0
SRR5968070	33054	1473	7
SRR7753826	30537	2844	6
SRR5968388	1888	513	2
SRR7753354	2188649	8121	6
SRR5968309	137593	2243	7
SRR7753686	288302	4674	6
SRR5968975	694015	5238	4
SRR5961448	506406	3559	1
SRR5960758	904803	7125	3
SRR5960807	488368	4852	8
SRR7753461	1946	677	6
SRR5969002	80696	3133	4
SRR5968855	8727	1002	2
SRR7753429	12307	2468	6
SRR5964780	18494	1566	0
SRR5968097	67973	2945	7
SRR7751105	3194	212	2
SRR5967742	371396	3228	1
SRR5961347	546911	4081	1
SRR5968461	23354	1455	2
SRR5960977	746150	6584	8
SRR5960750	504714	6026	3
SRR5968076	72887	2445	7
SRR5964747	2269	522	0
SRR5968929	167114	4015	4
SRR5965109	8295	924	0
SRR5968615	1751	465	2
SRR5964824	676	311	0
SRR7751195	4710	347	2
SRR5964840	12794	1016	0
SRR5968675	35654	1876	2
SRR7753575	34545	3117	6
SRR5967617	616166	2436	1
SRR5964990	7716	992	0
SRR5964770	8239	1041	0
SRR5968548	65607	2135	2
SRR5968406	24777	1425	2
SRR5964852	8754	1123	0
SRR5968248	111261	2062	7
SRR5968563	6406	2296	5
SRR5968232	360241	2844	7
SRR5968310	119343	2081	7
SRR5968663	6706	854	2
SRR5964728	4812	792	0
SRR7753724	37913	2737	6
SRR7753795	6269	1410	6
SRR7753450	182669	3891	6
SRR5968509	58888	5574	5
SRR7751066	33051	511	2
SRR7753522	20424	2549	6
SRR5969001	652607	4985	4
SRR5968886	852435	3039	4
SRR5960875	780832	6044	8
SRR5959768	641243	6025	10
SRR5964650	9700	977	0
SRR7753349	20080	2873	6
SRR5968398	1318	415	2
SRR5965113	6289	874	0
SRR7753779	637294	5059	6
SRR7753341	378561	5305	6
SRR5964630	134211	5518	11
SRR5965068	18083	1349	0
SRR7753715	16662	2389	6
SRR7753419	8581	1654	6
SRR5964925	18153	1461	0
SRR5967930	1137897	6944	1
SRR5967826	1326687	5908	1
SRR5968190	99927	1649	7
SRR5968493	22810	1476	2
SRR5968821	4357	737	2
SRR7753460	3959	1188	6
SRR5969061	877198	4921	4
SRR5968304	1550230	3933	7
SRR5968613	1763	471	2
SRR5961115	167124	5470	11
SRR5965059	5439	863	0
SRR7751251	25869	554	2
SRR5968649	4747	762	2
SRR5968451	97776	2596	2
SRR5964662	11788	1067	0
SRR5967978	308466	1674	7
SRR7753348	358314	5892	6
SRR7753534	39354	3383	6
SRR5967525	823612	2676	1
SRR5968264	68425	1427	7
SRR5968713	42038	1980	2
SRR5968916	208003	4064	4
SRR5968387	1172	373	2
SRR5961274	131125	4182	8
SRR5969096	438452	4409	4
SRR7751171	2586	218	2
SRR5967740	307524	2571	1
SRR5960710	12033	1844	3
SRR5968494	107696	2504	2
SRR5968261	24886	1292	7
SRR5967895	962167	3898	1
SRR5968995	299184	4736	4
SRR5964806	7241	1075	0
SRR5968834	3431	736	2
SRR5964955	21726	1498	0
SRR5968735	2394	554	2
SRR5960701	74017	3283	3
SRR5960992	2902006	6651	11
SRR5968506	2211	561	2
SRR7751332	17517	545	2
SRR5967469	531062	4048	1
SRR5968165	151530	1608	7
SRR5968718	11432	1281	2
SRR5961417	631308	3815	1
SRR5968582	131775	3211	2
SRR7751235	4492	370	2
SRR5968254	1199496	3829	7
SRR5967948	1083760	3274	1
SRR5964986	4907	743	0
SRR5961329	616577	4196	1
SRR5964948	23942	1779	0
SRR5969103	72340	3513	4
SRR7753385	2167566	6115	6
SRR5961063	287594	4708	8
SRR5964941	12359	1301	0
SRR7753612	120019	4122	6
SRR5960863	705936	6121	8
SRR5968990	345016	4647	4
SRR5965007	8036	990	0
SRR5969032	325661	4134	4
SRR5965074	8518	1060	0
SRR5968826	997	311	2
SRR5968769	9824	1033	2
SRR7750998	8544	342	2
SRR5964766	18761	1203	0
SRR5965083	14006	1265	0
SRR5961138	304104	5759	11
SRR5967466	374935	3586	1
SRR7753484	5521	1340	6
SRR7753797	20361	2303	6
SRR5968104	281243	2596	7
SRR5960766	743855	4933	3
SRR5965023	2559	588	0
SRR5968927	948759	5540	4
SRR5967737	263106	2832	1
SRR5968267	692838	3528	7
SRR7753819	36925	2907	6
SRR7751321	61588	895	2
SRR5960881	494070	6590	8
SRR5968438	1716	461	2
SRR7753791	661307	4728	6
SRR7751326	5530	326	2
SRR5961222	331117	5543	8
SRR7753671	76099	3045	6
SRR5968384	5367	892	2
SRR7751218	70297	1018	2
SRR7753617	208828	5255	6
SRR5968996	341733	4589	4
SRR7753492	180821	5298	6
SRR5968428	9145	1843	5
SRR5964665	11067	987	0
SRR7751289	2900	231	2
SRR5969016	188668	4936	4
SRR7751035	11199	447	2
SRR7753590	31150	3135	6
SRR7753745	25598	568	2
SRR5960730	146482	3856	3
SRR7753627	25772	2909	6
SRR5968602	12163	2715	5
SRR5968673	1644	433	2
SRR5968432	1331	410	2
SRR5967663	684374	2842	1
SRR5961339	389414	3162	1
SRR5965052	5507	792	0
SRR5968643	48728	2168	2
SRR5969079	1536735	3819	4
SRR5965094	8440	924	0
SRR5968558	1638	539	5
SRR5968439	1157	353	2
SRR5961315	803841	4307	1
SRR5968250	438315	4332	7
SRR5964922	7574	917	0
SRR5964791	25491	1318	0
SRR5967605	468097	3326	1
SRR5968064	246883	2395	7
SRR5968902	107522	3803	4
SRR7753600	144806	4970	6
SRR5967542	679486	4316	1
SRR7753476	57440	3270	6
SRR7753373	339049	5431	6
SRR5968880	1834491	4458	8
SRR5961124	425800	5069	8
SRR5964744	18424	1383	0
SRR5965073	11510	1325	0
SRR5969085	1088330	4265	4
SRR5967825	374915	3155	1
SRR5964711	5034	859	0
SRR5960717	547350	5011	3
SRR7751277	21336	618	2
SRR7753384	3859272	6520	6
SRR7753696	622370	6814	6
SRR5967761	305722	2918	1
SRR7753828	3060	831	6
SRR5968283	47751	2748	7
SRR5965087	7377	1042	0
SRR7753783	923379	6617	6
SRR5967595	277141	3000	1
SRR7751114	2782	235	2
SRR7753394	862890	5243	6
SRR5968991	219625	4411	4
SRR7753528	4726	1310	6
SRR5968928	692458	5140	4
SRR5960915	407084	7640	11
SRR7753425	148316	4441	6
SRR5968419	5320	788	2
SRR5968219	16406	962	7
SRR5960688	81945	4203	3
SRR5968799	24945	2052	2
SRR7753591	56292	3515	6
SRR5960716	143098	5547	3
SRR7753567	2157	209	2
SRR7753584	4841887	7185	11
SRR5968897	484193	4603	4
SRR7753654	35574	3158	6
SRR5967556	531078	4144	1
SRR7753679	71500	3321	6
SRR5968695	27404	1594	2
SRR5968121	76494	1804	7
SRR5967846	756543	2987	1
SRR7753455	36714	3299	6
SRR5969048	326973	4468	4
SRR5967750	968459	2893	1
SRR5968723	7793	2024	5
SRR5964899	1597	447	0
SRR5969030	312466	5176	4
SRR7753720	14307	2305	6
SRR7753817	28182	3161	6
SRR7753662	950120	6704	6
SRR5967713	666510	4498	1
SRR7751078	9025	343	2
SRR5968972	495967	4726	4
SRR5964629	152296	6240	11
SRR5961025	108258	4296	8
SRR5967878	463535	3537	1
SRR5968644	11605	1216	2
SRR7753397	985408	6166	6
SRR5964656	13171	1118	0
SRR7751049	15418	405	2
SRR5968654	1928	444	2
SRR7753571	52391	634	2
SRR5964790	5810	774	0
SRR5964789	6129	628	0
SRR5968957	166607	4892	4
SRR5967675	479483	3623	1
SRR7753557	2974	933	6
SRR5968879	424568	5215	4
SRR5968513	76075	5718	5
SRR5960683	369212	5628	3
SRR5961137	201154	5828	11
SRR7753537	25374	3345	6
SRR5968233	375000	3096	7
SRR5968431	5906	2011	5
SRR7751062	6766	262	2
SRR5964886	3023	593	0
SRR5968732	4032	727	2
SRR5960942	259141	4197	8
SRR5968878	319107	4109	4
SRR5960772	231248	4307	3
SRR5961234	1752516	7522	11
SRR5968693	39603	1846	2
SRR5965140	12144	1223	0
SRR5968631	2019	462	2
SRR7753701	92672	4210	6
SRR5968743	108243	2777	2
SRR5969065	451188	5067	4
SRR5968216	9375	1030	7
SRR5960879	271203	5358	8
SRR5967765	1044880	6411	1
SRR5968452	27730	1929	2
SRR5961023	186322	4204	8
SRR5967505	472453	3216	1
SRR5967794	613701	3884	1
SRR5968640	4300	736	2
SRR5968637	24518	1843	2
SRR5968255	41769	1420	7
SRR7751339	6644	407	2
SRR5967755	1116113	3440	1
SRR7751241	12583	439	0
SRR5968914	296784	4240	4
SRR5968647	46862	3884	5
SRR5960762	63483	2430	3
SRR7753338	6979	1517	6
